Repeat,Season,PopulationSize,HaveBorn,AverageIC,SD
137,25,79,142,0.21939,0.095196
137,26,96,170,0.231662,0.0922913
137,27,108,190,0.244141,0.0921235
137,28,137,235,0.247166,0.0821576
137,29,170,280,0.24768,0.0765285
137,30,207,331,0.2505,0.07304
137,31,263,415,0.249285,0.0723269
137,32,298,485,0.255435,0.0689651
137,33,369,593,0.251985,0.0661531
137,34,427,690,0.254916,0.0643886
137,35,533,860,0.258189,0.0597997
137,36,634,1041,0.257231,0.0561094
137,37,776,1256,0.259103,0.0521551
137,38,930,1499,0.260032,0.0489988
137,39,1114,1796,0.260823,0.0465152
137,40,1309,2128,0.261063,0.0433591
137,41,1587,2589,0.261289,0.0413064
137,42,1934,3116,0.261909,0.0394936
137,43,2337,3780,0.262586,0.0366286
137,44,2797,4515,0.262502,0.0346102
137,45,3366,5434,0.262839,0.0327548
137,46,4072,6571,0.263215,0.0305928
137,47,4952,7957,0.263201,0.0290373
137,48,5937,9640,0.263402,0.0274394
137,49,7221,11684,0.263644,0.0260541
137,50,8686,14036,0.263674,0.0245697
137,51,10538,16984,0.263813,0.0231178
138,0,9,9,0,0
138,1,11,11,0,0
138,2,12,12,0,0
138,3,16,16,0,0
138,4,20,23,0,0
138,5,25,30,0,0
138,6,33,39,0.0104167,0.051031
138,7,40,48,0.0530303,0.0885556
138,8,46,57,0.065625,0.098007
138,9,54,72,0.0706522,0.0964731
138,10,62,95,0.0722222,0.0969671
138,11,70,113,0.0881696,0.0995564
138,12,86,132,0.0955357,0.10079
138,13,113,170,0.104688,0.100815
138,14,139,211,0.108196,0.0966491
138,15,164,250,0.119792,0.0974847
138,16,205,310,0.13111,0.0991168
138,17,233,363,0.138853,0.0941607
138,18,278,433,0.141045,0.0899017
138,19,347,533,0.146375,0.0844204
138,20,420,640,0.150686,0.0797862
138,21,483,751,0.159125,0.0755397
138,22,608,932,0.160499,0.0705681
138,23,733,1130,0.163016,0.0650965
138,24,885,1363,0.163249,0.0629088
138,25,1073,1655,0.164704,0.0587348
138,26,1296,1992,0.165818,0.0549062
138,27,1592,2449,0.166651,0.0517316
138,28,1898,2958,0.167388,0.0476217
138,29,2370,3659,0.16793,0.0462066
138,30,2850,4430,0.167654,0.0424105
138,31,3506,5448,0.167953,0.0401883
138,32,4297,6664,0.168751,0.0382937
138,33,5342,8257,0.169137,0.0357306
138,34,6538,10155,0.169434,0.0331454
138,35,8045,12534,0.169538,0.0311152
138,36,9717,15217,0.169884,0.0291959
139,0,5,7,0,0
139,1,6,8,0,0
139,2,7,9,0,0
139,3,10,12,0,0
139,4,11,14,0,0
139,5,14,18,0,0
139,6,16,23,0,0
139,7,18,26,0,0
139,8,29,38,0,0
139,9,31,46,0.0185185,0.0667201
139,10,34,52,0.0166667,0.063427
139,11,40,63,0.0113636,0.0480441
139,12,46,72,0.027027,0.0667651
139,13,50,79,0.0284091,0.0652791
139,14,67,103,0.0286458,0.0644101
139,15,74,117,0.0386905,0.0695867
139,16,85,137,0.0486111,0.0713167
139,17,93,158,0.0554687,0.0723925
139,18,98,179,0.068287,0.0778293
139,19,113,202,0.0745192,0.0781624
139,20,137,239,0.0852679,0.0759934
139,21,165,282,0.0963542,0.0765844
139,22,206,337,0.104584,0.0761987
139,23,251,411,0.1132,0.0729849
139,24,292,483,0.121031,0.0666631
139,25,354,579,0.126214,0.063895
139,26,430,694,0.131309,0.0608708
139,27,517,850,0.133327,0.0569039
139,28,608,1015,0.134897,0.0528961
139,29,734,1212,0.138685,0.0486616
139,30,897,1445,0.140333,0.0458257
139,31,1137,1826,0.142871,0.0425063
139,32,1362,2197,0.144911,0.0404532
139,33,1681,2679,0.146166,0.0399722
139,34,2039,3250,0.146593,0.0368427
139,35,2544,4025,0.148012,0.034407
139,36,3055,4852,0.148779,0.0325192
139,37,3762,5946,0.149199,0.0312569
139,38,4584,7250,0.149493,0.029029
139,39,5637,8916,0.149881,0.0271933
139,40,6883,10894,0.15022,0.0254589
139,41,8417,13337,0.150513,0.0239175
139,42,10213,16203,0.15098,0.0228027
140,0,6,7,0,0
140,1,6,7,0,0
140,2,8,10,0,0
140,3,6,10,0,0
140,4,7,11,0,0
140,5,11,17,0,0
140,6,10,17,0,0
140,7,12,21,0,0
140,8,18,28,0,0
140,9,21,33,0.0078125,0.03125
140,10,24,39,0.01875,0.0611701
140,11,34,56,0.0238095,0.0639708
140,12,35,63,0.0725806,0.100903
140,13,42,74,0.0719697,0.0989708
140,14,49,88,0.0977564,0.108058
140,15,53,99,0.119565,0.109311
140,16,67,117,0.135613,0.114154
140,17,86,144,0.140152,0.103462
140,18,101,162,0.155882,0.100396
140,19,132,208,0.172038,0.100714
140,20,161,256,0.189138,0.098958
140,21,192,303,0.196018,0.0961547
140,22,224,352,0.195661,0.0886061
140,23,278,434,0.19634,0.0861986
140,24,327,516,0.202319,0.0902497
140,25,409,634,0.202031,0.0891548
140,26,481,755,0.20218,0.0850602
140,27,572,909,0.203971,0.0834893
140,28,658,1057,0.204554,0.0794601
140,29,803,1294,0.204793,0.0732216
140,30,969,1547,0.205048,0.0694388
140,31,1175,1869,0.206153,0.0664649
140,32,1436,2306,0.204779,0.0623772
140,33,1731,2781,0.205385,0.0590172
140,34,2074,3358,0.204579,0.056728
140,35,2536,4100,0.204412,0.0541173
140,36,3115,4994,0.203618,0.0503142
140,37,3795,6083,0.203255,0.0467542
140,38,4641,7391,0.202757,0.043006
140,39,5608,8935,0.202473,0.0396498
140,40,6762,10820,0.20246,0.0370568
140,41,8215,13083,0.202695,0.0345805
140,42,9990,15902,0.202807,0.032765
141,0,9,9,0,0
141,1,12,12,0,0
141,2,14,17,0,0
141,3,19,25,0.0192308,0.0693375
141,4,18,29,0.03125,0.0853913
141,5,25,37,0.0277778,0.0808452
141,6,31,47,0.0568182,0.107233
141,7,35,54,0.0708333,0.112204
141,8,47,74,0.0742188,0.109339
141,9,56,86,0.0985054,0.114103
141,10,65,102,0.120793,0.125463
141,11,89,134,0.134177,0.12302
141,12,99,154,0.153161,0.11904
141,13,127,197,0.158033,0.118341
141,14,154,238,0.169206,0.106657
141,15,180,282,0.181429,0.111532
141,16,216,335,0.183297,0.10728
141,17,279,436,0.188313,0.10302
141,18,333,524,0.187768,0.0950253
141,19,392,620,0.19074,0.0910937
141,20,475,764,0.191978,0.0860391
141,21,621,959,0.193154,0.0818405
141,22,730,1136,0.19769,0.07961
141,23,870,1359,0.198235,0.0771937
141,24,1048,1635,0.198036,0.0739597
141,25,1275,1990,0.199109,0.070204
141,26,1558,2423,0.199742,0.0647428
141,27,1837,2919,0.199551,0.0594292
141,28,2298,3616,0.200177,0.0572095
141,29,2778,4379,0.199426,0.0525122
141,30,3353,5267,0.198887,0.0492253
141,31,4143,6504,0.19865,0.0462865
141,32,5010,7898,0.198614,0.0432891
141,33,6112,9637,0.198464,0.0405461
141,34,7528,11835,0.197981,0.0380924
141,35,9151,14429,0.198134,0.035442
142,0,8,10,0,0
142,1,8,10,0,0
142,2,12,16,0,0
142,3,14,20,0.0416667,0.0973124
142,4,18,26,0.0357143,0.0907841
142,5,20,30,0.0735294,0.117417
142,6,27,38,0.075,0.117541
142,7,33,47,0.0769231,0.11767
142,8,41,58,0.0909091,0.122126
142,9,43,66,0.109797,0.123388
142,10,57,86,0.128811,0.124647
142,11,64,97,0.146023,0.11786
142,12,78,118,0.148566,0.112768
142,13,92,149,0.160871,0.114375
142,14,109,175,0.153748,0.107576
142,15,127,204,0.161321,0.102986
142,16,138,228,0.164482,0.10049
142,17,178,285,0.160846,0.0972711
142,18,211,345,0.170018,0.0888666
142,19,234,395,0.178151,0.0858578
142,20,274,467,0.182202,0.0838471
142,21,336,554,0.183408,0.0808589
142,22,401,664,0.187134,0.0748129
142,23,499,801,0.190927,0.0694843
142,24,594,943,0.192368,0.0655833
142,25,705,1121,0.190679,0.0631933
142,26,864,1355,0.190624,0.0593799
142,27,1032,1632,0.193271,0.0571217
142,28,1252,1997,0.193386,0.0542739
142,29,1522,2447,0.194706,0.0511905
142,30,1854,2957,0.195396,0.048805
142,31,2267,3582,0.195367,0.0464573
142,32,2774,4386,0.197021,0.0438203
142,33,3369,5319,0.197794,0.0409886
142,34,4078,6451,0.197985,0.0382737
142,35,5025,7913,0.198502,0.0364671
142,36,6137,9659,0.199299,0.0345132
142,37,7467,11762,0.199563,0.0323767
142,38,8988,14232,0.199751,0.0303738
142,39,11004,17447,0.199897,0.028498
143,0,12,13,0,0
143,1,13,16,0,0
143,2,15,20,0,0
143,3,15,23,0,0
143,4,17,26,0,0
143,5,19,32,0,0
143,6,21,36,0.0263158,0.0788254
143,7,22,39,0.0238095,0.0751982
143,8,25,44,0.025,0.0769484
143,9,29,51,0.0380435,0.0793688
143,10,36,65,0.0648148,0.100302
143,11,43,77,0.0735294,0.101446
143,12,48,87,0.0863095,0.104174
143,13,56,98,0.099734,0.10398
143,14,67,114,0.112847,0.107299
143,15,85,142,0.116547,0.10276
143,16,86,157,0.13819,0.102337
143,17,117,198,0.141183,0.0993391
143,18,131,224,0.145763,0.0927054
143,19,161,272,0.151406,0.0896908
143,20,195,328,0.156481,0.0842092
143,21,224,385,0.163975,0.0769472
143,22,283,474,0.167814,0.0743735
143,23,338,558,0.172071,0.0695787
143,24,397,662,0.172909,0.0627913
143,25,509,824,0.175513,0.0577738
143,26,632,1024,0.178892,0.0565526
143,27,771,1254,0.17766,0.0518412
143,28,962,1537,0.17884,0.0480903
143,29,1176,1876,0.179697,0.0451084
143,30,1416,2255,0.181003,0.0437457
143,31,1735,2747,0.181693,0.0407987
143,32,2078,3299,0.182358,0.0382627
143,33,2533,4025,0.183252,0.0358307
143,34,3141,4960,0.1841,0.0331761
143,35,3828,6053,0.184839,0.0308108
143,36,4723,7439,0.185401,0.0296232
143,37,5700,8996,0.18567,0.0278157
143,38,7027,11015,0.186357,0.0269562
143,39,8623,13507,0.186284,0.025151
143,40,10470,16402,0.186397,0.0233434
144,0,10,12,0,0
144,1,11,14,0,0
144,2,14,19,0,0
144,3,14,21,0.0384615,0.0938835
144,4,17,26,0.0576923,0.109632
144,5,21,33,0.0333333,0.0879664
144,6,25,40,0.0723684,0.127174
144,7,26,44,0.0795455,0.12527
144,8,36,57,0.105,0.128493
144,9,43,70,0.114286,0.126358
144,10,57,88,0.126488,0.122294
144,11,65,103,0.130482,0.121192
144,12,74,121,0.138542,0.118385
144,13,95,152,0.150088,0.124061
144,14,119,187,0.161806,0.117285
144,15,146,227,0.162966,0.111865
144,16,186,283,0.167772,0.114036
144,17,220,344,0.173177,0.114891
144,18,262,416,0.181659,0.109023
144,19,318,511,0.179509,0.104244
144,20,410,635,0.183845,0.101236
144,21,473,761,0.185088,0.093804
144,22,582,929,0.185122,0.0912931
144,23,708,1126,0.186531,0.086947
144,24,894,1405,0.187745,0.0821027
144,25,1085,1711,0.190162,0.0777613
144,26,1355,2117,0.19092,0.0747057
144,27,1642,2565,0.190562,0.070037
144,28,1981,3108,0.190542,0.0666211
144,29,2395,3793,0.190622,0.0630522
144,30,2889,4595,0.190585,0.0597165
144,31,3519,5578,0.190031,0.0553599
144,32,4333,6861,0.190613,0.0523016
144,33,5237,8352,0.190927,0.0484591
144,34,6336,10128,0.191556,0.0450869
144,35,7670,12279,0.191662,0.0419666
144,36,9335,14853,0.191652,0.0391166
145,0,4,7,0,0
145,1,4,8,0,0
145,2,6,10,0,0
145,3,6,10,0,0
145,4,6,11,0,0
145,5,6,11,0,0
145,6,5,11,0,0
145,7,5,11,0,0
145,8,5,11,0,0
145,9,6,12,0,0
145,10,6,12,0,0
145,11,6,12,0,0
145,12,6,12,0,0
145,13,6,14,0,0
145,14,5,14,0,0
145,15,6,16,0,0
145,16,6,16,0,0
145,17,8,20,0,0
145,18,4,20,0,0
145,19,5,22,0,0
145,20,5,23,0.0625,0.125
145,21,6,26,0.166667,0.144338
145,22,7,27,0.208333,0.102062
145,23,7,27,0.232143,0.112467
145,24,7,29,0.232143,0.112467
145,25,8,31,0.232143,0.112467
145,26,12,37,0.25,0.115728
145,27,15,40,0.291667,0.110953
145,28,17,43,0.308333,0.104226
145,29,22,48,0.316176,0.099977
145,30,24,51,0.327381,0.0925016
145,31,29,57,0.331522,0.0892575
145,32,32,65,0.345,0.0829156
145,33,34,67,0.351562,0.0740361
145,34,32,68,0.354839,0.0796919
145,35,42,83,0.358333,0.0851807
145,36,47,89,0.369665,0.0790268
145,37,52,98,0.380435,0.083152
145,38,65,116,0.394531,0.0620412
145,39,78,141,0.387662,0.0518187
145,40,92,159,0.390419,0.0474269
145,41,111,184,0.39783,0.0448905
145,42,135,224,0.407312,0.0445681
145,43,147,249,0.411894,0.0440623
145,44,189,309,0.417273,0.0482778
145,45,221,362,0.419496,0.0441363
145,46,277,435,0.423176,0.0433551
145,47,314,508,0.427193,0.0440033
145,48,386,614,0.42848,0.0418619
145,49,461,733,0.431556,0.039605
145,50,557,881,0.432029,0.0379755
145,51,656,1043,0.432116,0.0353086
145,52,794,1246,0.432037,0.0320922
145,53,937,1482,0.432233,0.0297538
145,54,1107,1770,0.433595,0.0291218
145,55,1295,2072,0.433441,0.0274812
145,56,1572,2498,0.434294,0.0261352
145,57,1870,2994,0.435159,0.0247195
145,58,2235,3572,0.435623,0.0232043
145,59,2650,4306,0.436169,0.0222347
145,60,3126,5103,0.436756,0.0212172
145,61,3746,6112,0.436936,0.0200562
145,62,4461,7336,0.437149,0.0186895
145,63,5316,8706,0.437343,0.0172673
145,64,6369,10418,0.4374,0.0161789
145,65,7478,12333,0.437548,0.0153644
145,66,8871,14661,0.437699,0.01453
145,67,10549,17422,0.437771,0.0135934
146,0,5,8,0,0
146,1,5,8,0,0
146,2,4,8,0,0
146,3,5,10,0,0
146,4,5,10,0,0
146,5,5,10,0,0
146,6,5,10,0,0
146,7,6,12,0,0
146,8,9,15,0,0
146,9,7,15,0,0
146,10,9,18,0,0
146,11,10,20,0.0555556,0.11024
146,12,16,27,0.075,0.120761
146,13,18,29,0.140625,0.128087
146,14,20,32,0.152778,0.125408
146,15,27,40,0.1625,0.12234
146,16,34,49,0.199074,0.125045
146,17,39,59,0.220703,0.114459
146,18,48,71,0.236842,0.10188
146,19,62,93,0.24564,0.0996603
146,20,72,113,0.267241,0.0993697
146,21,78,128,0.277985,0.0926601
146,22,89,151,0.286146,0.083903
146,23,105,181,0.289244,0.081546
146,24,121,201,0.291016,0.0765568
146,25,139,240,0.291364,0.0733736
146,26,157,273,0.293002,0.0695304
146,27,173,307,0.294949,0.0674635
146,28,202,355,0.301461,0.0519939
146,29,242,422,0.302889,0.0516085
146,30,282,490,0.304755,0.0500972
146,31,339,578,0.305816,0.0493117
146,32,401,686,0.307469,0.0476962
146,33,506,831,0.310172,0.0475717
146,34,602,986,0.311725,0.0475804
146,35,706,1155,0.313673,0.0488349
146,36,835,1376,0.315274,0.0483368
146,37,1024,1665,0.316244,0.047072
146,38,1243,2007,0.318449,0.0484872
146,39,1501,2420,0.317418,0.0456865
146,40,1784,2896,0.315861,0.0426463
146,41,2147,3467,0.316078,0.041223
146,42,2549,4125,0.315691,0.0381418
146,43,3041,4915,0.314923,0.0359873
146,44,3616,5885,0.315169,0.034991
146,45,4369,7074,0.315116,0.0331353
146,46,5263,8529,0.315012,0.0315287
146,47,6301,10226,0.314747,0.0290793
146,48,7612,12303,0.314819,0.0276452
146,49,9304,14943,0.31464,0.0258917
147,0,7,7,0,0
147,1,9,10,0,0
147,2,9,10,0,0
147,3,11,15,0,0
147,4,16,21,0.0227273,0.0753778
147,5,17,22,0.078125,0.119678
147,6,20,25,0.0882353,0.123148
147,7,20,27,0.0657895,0.113103
147,8,27,37,0.0789474,0.119392
147,9,37,47,0.125,0.125
147,10,48,62,0.153571,0.121592
147,11,51,69,0.158577,0.119085
147,12,62,89,0.165039,0.119949
147,13,81,117,0.158898,0.125543
147,14,94,139,0.163352,0.122882
147,15,118,176,0.171181,0.1227
147,16,141,216,0.182522,0.120182
147,17,178,269,0.185246,0.112646
147,18,204,315,0.194621,0.113677
147,19,255,389,0.199947,0.11349
147,20,293,456,0.196221,0.108102
147,21,345,550,0.196932,0.102957
147,22,401,646,0.198072,0.0982885
147,23,503,782,0.198187,0.0979388
147,24,602,954,0.197134,0.0925597
147,25,756,1177,0.194804,0.0894381
147,26,908,1405,0.194944,0.0842047
147,27,1102,1728,0.197792,0.0799533
147,28,1310,2088,0.19972,0.0752974
147,29,1571,2519,0.200072,0.0719829
147,30,1900,3037,0.201134,0.0690547
147,31,2334,3724,0.201941,0.0651107
147,32,2823,4497,0.200943,0.0602185
147,33,3504,5549,0.201373,0.0567414
147,34,4223,6725,0.201557,0.0529176
147,35,5198,8248,0.202052,0.0489122
147,36,6270,9939,0.20266,0.0461805
147,37,7654,12136,0.203454,0.0434537
147,38,9155,14604,0.203607,0.0402242
148,0,7,9,0,0
148,1,8,10,0,0
148,2,8,10,0,0
148,3,10,15,0,0
148,4,11,18,0,0
148,5,15,24,0.0227273,0.0753778
148,6,14,24,0.0178571,0.0668153
148,7,18,30,0.0178571,0.0668153
148,8,18,32,0.046875,0.100778
148,9,23,39,0.0555556,0.106948
148,10,25,42,0.0652174,0.105728
148,11,25,50,0.06875,0.11088
148,12,27,53,0.085,0.111044
148,13,30,60,0.0989583,0.114974
148,14,41,74,0.114583,0.114991
148,15,57,93,0.102134,0.108933
148,16,69,110,0.120313,0.116991
148,17,87,138,0.127723,0.106966
148,18,101,163,0.140625,0.102474
148,19,127,203,0.144116,0.0994608
148,20,152,243,0.151605,0.0973436
148,21,175,293,0.169737,0.0957353
148,22,211,351,0.184772,0.0963539
148,23,256,417,0.191272,0.0956289
148,24,283,475,0.196372,0.0917138
148,25,343,568,0.200637,0.0907373
148,26,416,679,0.204134,0.0856788
148,27,515,829,0.205248,0.0828514
148,28,628,1007,0.208698,0.0770165
148,29,771,1228,0.209038,0.0727191
148,30,904,1470,0.210371,0.0667512
148,31,1112,1794,0.210096,0.0627186
148,32,1327,2155,0.211278,0.0574909
148,33,1601,2592,0.211713,0.0534339
148,34,1955,3152,0.213048,0.0497979
148,35,2382,3814,0.213028,0.0465577
148,36,2907,4677,0.212984,0.0435389
148,37,3474,5611,0.212966,0.0411841
148,38,4179,6797,0.21266,0.0388546
148,39,5099,8228,0.212601,0.0360601
148,40,6151,9953,0.212027,0.0334973
148,41,7444,12018,0.21195,0.0313998
148,42,9178,14666,0.211936,0.0296577
149,0,7,8,0,0
149,1,7,8,0,0
149,2,11,12,0,0
149,3,13,15,0,0
149,4,14,16,0,0
149,5,16,23,0,0
149,6,17,27,0.0178571,0.0668153
149,7,19,31,0.046875,0.100778
149,8,25,38,0.0625,0.107187
149,9,30,50,0.0652174,0.0987821
149,10,34,55,0.103448,0.111147
149,11,45,72,0.114583,0.110206
149,12,60,94,0.116477,0.109994
149,13,67,112,0.126705,0.111288
149,14,89,141,0.129883,0.111389
149,15,108,171,0.141378,0.106915
149,16,126,203,0.152731,0.103337
149,17,141,242,0.153502,0.100875
149,18,169,294,0.150631,0.0983328
149,19,201,343,0.151972,0.0906446
149,20,243,408,0.152303,0.0840381
149,21,300,495,0.15221,0.0772973
149,22,359,595,0.155649,0.0717109
149,23,433,720,0.156586,0.0686992
149,24,541,874,0.158358,0.0642919
149,25,659,1064,0.161227,0.0592706
149,26,809,1302,0.162207,0.05539
149,27,972,1558,0.163957,0.0511622
149,28,1174,1882,0.165635,0.0486802
149,29,1425,2261,0.167042,0.0458812
149,30,1717,2708,0.169325,0.0449802
149,31,2111,3314,0.170577,0.0424257
149,32,2569,4007,0.171363,0.0393239
149,33,3149,4897,0.172376,0.0374339
149,34,3792,5991,0.173104,0.0354725
149,35,4605,7303,0.173504,0.0327787
149,36,5600,8887,0.174067,0.0306196
149,37,6895,10853,0.174255,0.0284596
149,38,8442,13296,0.174686,0.026877
149,39,10332,16240,0.174941,0.0251143
150,0,8,9,0,0
150,1,8,9,0,0
150,2,7,9,0,0
150,3,8,10,0,0
150,4,9,11,0,0
150,5,10,12,0,0
150,6,12,16,0,0
150,7,18,23,0,0
150,8,24,30,0.0277778,0.0808452
150,9,27,36,0.0227273,0.0735612
150,10,34,48,0.0288462,0.0814531
150,11,38,54,0.0454545,0.0979187
150,12,52,71,0.0723684,0.114901
150,13,55,75,0.0931373,0.119486
150,14,65,93,0.099537,0.124716
150,15,82,118,0.111111,0.12722
150,16,93,142,0.135,0.131198
150,17,113,180,0.134831,0.126728
150,18,125,205,0.15288,0.123103
150,19,157,262,0.145878,0.119476
150,20,208,330,0.155319,0.122145
150,21,235,383,0.153387,0.11232
150,22,280,456,0.150529,0.109096
150,23,343,558,0.147735,0.103657
150,24,414,681,0.149807,0.100285
150,25,504,809,0.152129,0.0942614
150,26,629,992,0.152741,0.0884066
150,27,751,1185,0.154167,0.0825673
150,28,935,1454,0.155048,0.0790789
150,29,1145,1779,0.156287,0.0748643
150,30,1408,2191,0.157679,0.0692937
150,31,1705,2683,0.158216,0.0648641
150,32,2102,3281,0.15756,0.0612365
150,33,2549,3985,0.157724,0.0575302
150,34,3130,4885,0.158089,0.0525329
150,35,3877,6028,0.158242,0.0493878
150,36,4672,7344,0.158715,0.0472006
150,37,5658,8987,0.158973,0.0443206
150,38,6845,10907,0.159286,0.0412736
150,39,8460,13405,0.159486,0.0381816
150,40,10306,16313,0.159129,0.0352458
151,0,5,8,0,0
151,1,6,10,0,0
151,2,7,12,0,0
151,3,6,12,0,0
151,4,8,15,0,0
151,5,11,20,0,0
151,6,14,24,0.05,0.105409
151,7,17,29,0.0892857,0.124311
151,8,21,34,0.09375,0.125
151,9,22,41,0.173611,0.149379
151,10,25,47,0.181818,0.148039
151,11,28,52,0.192708,0.151887
151,12,31,56,0.178571,0.146046
151,13,38,67,0.1875,0.161374
151,14,41,75,0.204814,0.147027
151,15,51,89,0.194712,0.140344
151,16,57,96,0.196078,0.125907
151,17,74,125,0.194776,0.119753
151,18,85,143,0.20293,0.103796
151,19,103,166,0.205031,0.0978319
151,20,120,196,0.208048,0.0929877
151,21,149,241,0.211473,0.0888144
151,22,174,285,0.21692,0.0821545
151,23,212,339,0.216024,0.0751558
151,24,254,410,0.222068,0.0710783
151,25,311,499,0.222993,0.0653501
151,26,354,582,0.22666,0.0593845
151,27,438,712,0.229461,0.0582052
151,28,536,862,0.232277,0.0530602
151,29,656,1054,0.236059,0.0521482
151,30,769,1248,0.238324,0.0477623
151,31,907,1505,0.239255,0.0440517
151,32,1103,1810,0.240855,0.040187
151,33,1338,2187,0.243271,0.0373135
151,34,1595,2616,0.2457,0.0366392
151,35,1921,3133,0.247068,0.0350177
151,36,2353,3825,0.248456,0.0331659
151,37,2784,4545,0.249112,0.0307795
151,38,3422,5549,0.250521,0.0299117
151,39,4105,6636,0.251452,0.0279405
151,40,4928,7942,0.252006,0.0265663
151,41,5951,9574,0.251934,0.0250353
151,42,7163,11579,0.252055,0.0235072
151,43,8660,13958,0.252086,0.0216683
151,44,10491,16885,0.252273,0.0202888
152,0,8,8,0,0
152,1,13,13,0,0
152,2,13,15,0,0
152,3,19,22,0.0208333,0.0721688
152,4,19,27,0.046875,0.100778
152,5,26,34,0.0394737,0.0936586
152,6,30,41,0.0520833,0.121788
152,7,38,56,0.0601852,0.121935
152,8,48,69,0.0902778,0.138909
152,9,60,85,0.125,0.15404
152,10,73,108,0.139509,0.143881
152,11,80,120,0.14375,0.129056
152,12,101,149,0.142027,0.130466
152,13,124,187,0.140708,0.122027
152,14,148,225,0.145443,0.112679
152,15,187,283,0.151243,0.10857
152,16,220,343,0.152609,0.101711
152,17,270,420,0.152353,0.0957763
152,18,315,499,0.151347,0.084768
152,19,363,596,0.151261,0.0796535
152,20,438,714,0.154731,0.074728
152,21,507,844,0.156512,0.0684196
152,22,642,1048,0.157768,0.0665583
152,23,770,1256,0.159233,0.0623668
152,24,948,1535,0.159981,0.0594164
152,25,1173,1901,0.16107,0.0538072
152,26,1426,2305,0.162575,0.0490886
152,27,1728,2802,0.164644,0.0469035
152,28,2110,3399,0.165365,0.0437584
152,29,2591,4151,0.165657,0.0398696
152,30,3130,4991,0.167039,0.0380177
152,31,3838,6078,0.167274,0.0349359
152,32,4648,7367,0.167443,0.0322141
152,33,5730,9030,0.167813,0.0301258
152,34,6966,11037,0.168388,0.0280748
152,35,8520,13534,0.168733,0.0263217
152,36,10413,16525,0.16891,0.023979
153,0,8,9,0,0
153,1,8,9,0,0
153,2,10,12,0,0
153,3,11,15,0,0
153,4,12,20,0.025,0.0790569
153,5,12,21,0.0454545,0.10113
153,6,14,25,0.0625,0.113067
153,7,18,33,0.0681818,0.116775
153,8,20,38,0.147059,0.126825
153,9,21,39,0.14375,0.123511
153,10,22,42,0.167763,0.121572
153,11,27,47,0.170455,0.117612
153,12,29,53,0.159856,0.131198
153,13,29,56,0.168981,0.136011
153,14,36,66,0.173611,0.13211
153,15,39,73,0.167969,0.131808
153,16,37,80,0.169034,0.127146
153,17,48,97,0.183371,0.123064
153,18,56,106,0.15389,0.121683
153,19,65,120,0.155418,0.113053
153,20,81,138,0.168671,0.118701
153,21,93,156,0.169836,0.110025
153,22,112,191,0.178046,0.107933
153,23,138,235,0.182394,0.0982802
153,24,155,272,0.190371,0.0911703
153,25,186,325,0.193505,0.0875239
153,26,203,373,0.19472,0.0840973
153,27,249,448,0.19796,0.0802341
153,28,300,539,0.19715,0.0738007
153,29,365,646,0.198623,0.0675033
153,30,444,765,0.201029,0.0621697
153,31,535,902,0.200665,0.059987
153,32,640,1074,0.203867,0.0564848
153,33,765,1284,0.205901,0.0529001
153,34,920,1549,0.206508,0.0502489
153,35,1085,1831,0.209222,0.0465233
153,36,1328,2223,0.210524,0.0464541
153,37,1580,2644,0.212473,0.0450662
153,38,1960,3230,0.212651,0.0415985
153,39,2377,3890,0.21312,0.0388175
153,40,2880,4694,0.213553,0.0366109
153,41,3500,5681,0.214676,0.0347134
153,42,4281,6920,0.214953,0.0327771
153,43,5213,8429,0.215349,0.0310885
153,44,6272,10116,0.21535,0.0286774
153,45,7589,12225,0.215434,0.0267135
153,46,9267,14887,0.215536,0.0248352
154,0,10,11,0,0
154,1,11,12,0,0
154,2,14,15,0,0
154,3,19,21,0,0
154,4,24,27,0,0
154,5,32,40,0,0
154,6,34,44,0.0322581,0.0788441
154,7,38,52,0.0546875,0.100088
154,8,51,70,0.0659722,0.104523
154,9,56,82,0.0744681,0.105583
154,10,63,98,0.0980392,0.111981
154,11,78,119,0.100922,0.109805
154,12,99,150,0.116132,0.101693
154,13,121,185,0.135306,0.108
154,14,141,222,0.141178,0.101389
154,15,173,269,0.14182,0.0957302
154,16,210,339,0.147035,0.0867855
154,17,246,404,0.147431,0.0812313
154,18,293,481,0.152361,0.0764447
154,19,362,581,0.15594,0.0737682
154,20,436,696,0.159093,0.0678311
154,21,529,850,0.162862,0.0622904
154,22,617,1012,0.16492,0.0605291
154,23,755,1217,0.166636,0.057254
154,24,890,1444,0.167952,0.0529554
154,25,1092,1762,0.168143,0.0491081
154,26,1322,2135,0.169344,0.0444763
154,27,1584,2570,0.170038,0.0421266
154,28,1941,3128,0.170118,0.0395672
154,29,2344,3775,0.170824,0.0365649
154,30,2886,4598,0.171426,0.0347067
154,31,3530,5620,0.171494,0.0315611
154,32,4379,6922,0.171451,0.0291643
154,33,5384,8487,0.171788,0.0273802
154,34,6539,10313,0.171973,0.0256484
154,35,8009,12635,0.172045,0.0243476
154,36,9783,15427,0.172427,0.0229349
155,0,11,12,0,0
155,1,13,15,0,0
155,2,16,19,0,0
155,3,18,21,0,0
155,4,23,28,0.0138889,0.0589256
155,5,28,34,0.0434783,0.0892575
155,6,32,44,0.0432692,0.0861852
155,7,36,53,0.0625,0.0944911
155,8,42,64,0.0790441,0.0988916
